order_details_id,order_id,quantity,order_date,order_time,price_id,pizza_size,pizza_category,pizza_id,ingredients_id
1092,475,1,2015-01-08,5:15:17 PM,D22,L,Chicken,P32,I07
1093,476,1,2015-01-08,5:27:56 PM,D06,M,Classic,P22,I17
1094,476,1,2015-01-08,5:27:56 PM,D22,L,Supreme,P24,I21
1095,476,1,2015-01-08,5:27:56 PM,D12,M,Veggie,P33,I16
1096,477,1,2015-01-08,5:30:04 PM,D12,M,Veggie,P12,I30
1097,477,1,2015-01-08,5:30:04 PM,D12,M,Veggie,P19,I31
1098,478,1,2015-01-08,5:35:56 PM,D13,M,Supreme,P04,I32
1099,478,1,2015-01-08,5:35:56 PM,D15,M,Chicken,P06,I09
1100,479,1,2015-01-08,5:37:03 PM,D18,L,Veggie,P09,I20
1101,479,2,2015-01-08,5:37:03 PM,D44,L,Classic,P15,I05
1102,480,1,2015-01-08,5:41:31 PM,D06,M,Classic,P22,I17
1103,481,1,2015-01-08,5:41:37 PM,D01,S,Classic,P22,I17
1104,481,1,2015-01-08,5:41:37 PM,D04,S,Veggie,P29,I29
1105,482,1,2015-01-08,5:52:42 PM,D20,L,Veggie,P12,I30
1106,482,1,2015-01-08,5:52:42 PM,D14,M,Supreme,P16,I04
1107,482,1,2015-01-08,5:52:42 PM,D06,S,Supreme,P28,I06
1108,483,1,2015-01-08,5:54:05 PM,D22,L,Chicken,P01,I02
1109,483,1,2015-01-08,5:54:05 PM,D04,S,Classic,P20,I28
1110,483,1,2015-01-08,5:54:05 PM,D03,S,Classic,P23,I18
1111,483,1,2015-01-08,5:54:05 PM,D14,M,Supreme,P28,I06
1112,484,1,2015-01-08,6:02:54 PM,D17,L,Veggie,P10,I24
1113,484,1,2015-01-08,6:02:54 PM,D20,L,Veggie,P19,I31
1114,485,1,2015-01-08,6:07:31 PM,D15,M,Chicken,P05,I08
1115,486,1,2015-01-08,6:15:08 PM,D06,S,Supreme,P31,I26
1116,487,1,2015-01-08,6:30:16 PM,D02,S,Classic,P13,I22
1117,487,1,2015-01-08,6:30:16 PM,D20,L,Supreme,P25,I11
1118,487,1,2015-01-08,6:30:16 PM,D20,L,Veggie,P29,I29
1119,488,1,2015-01-08,6:46:02 PM,D12,M,Veggie,P33,I16
1120,489,1,2015-01-08,6:48:43 PM,D22,L,Supreme,P21,I15
1121,490,1,2015-01-08,6:49:24 PM,D04,S,Classic,P02,I01
1122,490,1,2015-01-08,6:49:24 PM,D12,M,Classic,P08,I19
1123,490,1,2015-01-08,6:49:24 PM,D12,M,Classic,P20,I28
1124,491,1,2015-01-08,7:01:12 PM,D04,S,Classic,P20,I28
1125,491,1,2015-01-08,7:01:12 PM,D11,L,Classic,P22,I17
1126,491,1,2015-01-08,7:01:12 PM,D22,L,Supreme,P21,I15
1127,491,1,2015-01-08,7:01:12 PM,D14,M,Supreme,P24,I21
1128,492,1,2015-01-08,7:06:21 PM,D22,L,Chicken,P07,I12
1129,492,1,2015-01-08,7:06:21 PM,D13,M,Supreme,P25,I11
1130,492,1,2015-01-08,7:06:21 PM,D12,M,Veggie,P29,I29
1131,493,1,2015-01-08,7:31:47 PM,D22,L,Supreme,P16,I04
1132,494,1,2015-01-08,7:38:40 PM,D18,L,Veggie,P09,I20
1133,494,1,2015-01-08,7:38:40 PM,D17,L,Veggie,P10,I24
1134,494,1,2015-01-08,7:38:40 PM,D20,L,Veggie,P19,I31
1135,494,1,2015-01-08,7:38:40 PM,D22,L,Chicken,P27,I10
1136,495,1,2015-01-08,7:42:52 PM,D14,M,Supreme,P16,I04
1137,495,1,2015-01-08,7:42:52 PM,D20,L,Supreme,P25,I11
1138,496,1,2015-01-08,7:46:18 PM,D14,L,Classic,P13,I22
1139,496,1,2015-01-08,7:46:18 PM,D06,S,Supreme,P26,I23
1140,497,1,2015-01-08,7:49:26 PM,D04,S,Veggie,P33,I16
1141,498,1,2015-01-08,8:02:25 PM,D14,M,Supreme,P16,I04
1142,499,1,2015-01-08,9:10:46 PM,D05,S,Supreme,P04,I32
1143,499,1,2015-01-08,9:10:46 PM,D17,L,Veggie,P10,I24
1144,499,1,2015-01-08,9:10:46 PM,D12,M,Veggie,P19,I31
1145,499,1,2015-01-08,9:10:46 PM,D09,M,Classic,P23,I18
1146,500,1,2015-01-08,9:46:49 PM,D12,M,Veggie,P18,I25
1147,501,1,2015-01-08,9:51:31 PM,D07,S,Chicken,P05,I08
1148,501,1,2015-01-08,9:51:31 PM,D02,S,Classic,P13,I22
1149,501,1,2015-01-08,9:51:31 PM,D22,L,Chicken,P27,I10
1150,502,1,2015-01-08,10:26:08 PM,D15,M,Veggie,P17,I14
1151,503,1,2015-01-09,11:16:21 AM,D11,L,Classic,P22,I17
1152,503,1,2015-01-09,11:16:21 AM,D13,M,Supreme,P25,I11
1153,504,1,2015-01-09,11:48:18 AM,D21,L,Classic,P11,I13
1154,505,1,2015-01-09,11:55:10 AM,D06,M,Classic,P22,I17
1155,505,1,2015-01-09,11:55:10 AM,D28,XL,Classic,P11,I13
1156,506,1,2015-01-09,12:02:09 PM,D12,M,Veggie,P29,I29
1157,507,1,2015-01-09,12:06:03 PM,D07,S,Chicken,P07,I12
1158,508,1,2015-01-09,12:13:32 PM,D15,M,Chicken,P05,I08
1159,508,1,2015-01-09,12:13:32 PM,D07,S,Chicken,P05,I08
1160,508,1,2015-01-09,12:13:32 PM,D06,M,Classic,P22,I17
1161,509,1,2015-01-09,12:13:58 PM,D22,L,Supreme,P28,I06
1162,510,1,2015-01-09,12:15:03 PM,D12,M,Classic,P08,I19
1163,510,1,2015-01-09,12:15:03 PM,D04,S,Classic,P08,I19
1164,510,1,2015-01-09,12:15:03 PM,D22,L,Supreme,P16,I04
1165,510,1,2015-01-09,12:15:03 PM,D22,L,Supreme,P28,I06
1166,511,1,2015-01-09,12:18:21 PM,D18,L,Veggie,P09,I20
1167,512,1,2015-01-09,12:19:24 PM,D15,M,Veggie,P17,I14
1168,513,1,2015-01-09,12:22:48 PM,D17,L,Veggie,P10,I24
1169,513,1,2015-01-09,12:22:48 PM,D15,M,Veggie,P17,I14
1170,513,1,2015-01-09,12:22:48 PM,D11,L,Classic,P22,I17
1171,513,1,2015-01-09,12:22:48 PM,D22,L,Chicken,P32,I07
1172,514,1,2015-01-09,12:26:47 PM,D04,S,Classic,P08,I19
1173,515,1,2015-01-09,1:07:37 PM,D22,L,Chicken,P07,I12
1174,515,1,2015-01-09,1:07:37 PM,D20,L,Veggie,P18,I25
1175,516,1,2015-01-09,1:09:09 PM,D21,L,Classic,P20,I28
1176,516,1,2015-01-09,1:09:09 PM,D20,L,Veggie,P33,I16
1177,517,1,2015-01-09,1:09:11 PM,D12,M,Veggie,P19,I31
1178,518,1,2015-01-09,1:11:25 PM,D04,S,Classic,P02,I01
1179,518,1,2015-01-09,1:11:25 PM,D22,L,Supreme,P24,I21
1180,518,1,2015-01-09,1:11:25 PM,D05,S,Supreme,P25,I11
1181,519,1,2015-01-09,1:15:20 PM,D06,S,Supreme,P24,I21
1182,520,1,2015-01-09,1:22:33 PM,D22,L,Veggie,P30,I27
1183,521,1,2015-01-09,1:43:07 PM,D07,S,Chicken,P32,I07
1184,522,1,2015-01-09,2:09:33 PM,D07,S,Chicken,P01,I02
1185,522,1,2015-01-09,2:09:33 PM,D04,S,Classic,P02,I01
1186,522,1,2015-01-09,2:09:33 PM,D04,S,Classic,P08,I19
1187,522,1,2015-01-09,2:09:33 PM,D18,L,Veggie,P09,I20
1188,522,2,2015-01-09,2:09:33 PM,D38,L,Veggie,P10,I24
1189,522,1,2015-01-09,2:09:33 PM,D04,S,Veggie,P12,I30
1190,522,2,2015-01-09,2:09:33 PM,D33,M,Classic,P15,I05
1191,522,1,2015-01-09,2:09:33 PM,D23,L,Veggie,P17,I14
1192,522,1,2015-01-09,2:09:33 PM,D20,L,Supreme,P25,I11
1193,522,1,2015-01-09,2:09:33 PM,D21,L,Classic,P11,I13
1194,522,1,2015-01-09,2:09:33 PM,D12,M,Classic,P11,I13
1195,523,1,2015-01-09,2:42:14 PM,D14,M,Supreme,P24,I21
1196,524,1,2015-01-09,2:51:35 PM,D05,S,Supreme,P25,I11
1197,524,1,2015-01-09,2:51:35 PM,D15,M,Chicken,P32,I07
1198,525,1,2015-01-09,3:08:46 PM,D11,L,Classic,P22,I17
1199,526,1,2015-01-09,3:10:13 PM,D22,L,Chicken,P05,I08
1200,526,1,2015-01-09,3:10:13 PM,D18,L,Veggie,P09,I20
1201,527,1,2015-01-09,3:23:37 PM,D17,L,Veggie,P10,I24
1202,527,1,2015-01-09,3:23:37 PM,D22,L,Chicken,P27,I10
1203,528,1,2015-01-09,3:27:21 PM,D12,M,Classic,P15,I05
1204,529,1,2015-01-09,3:31:01 PM,D13,M,Supreme,P04,I32
1205,529,2,2015-01-09,3:31:01 PM,D36,M,Chicken,P05,I08
1206,529,1,2015-01-09,3:31:01 PM,D02,S,Classic,P13,I22
1207,530,1,2015-01-09,3:43:01 PM,D21,L,Classic,P08,I19
1208,530,1,2015-01-09,3:43:01 PM,D14,M,Supreme,P16,I04
1209,531,2,2015-01-09,3:58:10 PM,D35,M,Supreme,P21,I15
1210,532,1,2015-01-09,4:14:28 PM,D22,L,Supreme,P21,I15
1211,532,1,2015-01-09,4:14:28 PM,D06,S,Supreme,P26,I23
1212,533,1,2015-01-09,4:28:43 PM,D18,L,Veggie,P09,I20
1213,533,1,2015-01-09,4:28:43 PM,D22,L,Supreme,P28,I06
1214,533,1,2015-01-09,4:28:43 PM,D28,XL,Classic,P11,I13
1215,534,1,2015-01-09,4:43:32 PM,D22,L,Supreme,P24,I21
1216,534,1,2015-01-09,4:43:32 PM,D22,L,Chicken,P27,I10
1217,535,1,2015-01-09,5:08:47 PM,D12,M,Classic,P08,I19
1218,536,1,2015-01-09,5:18:50 PM,D24,S,Supreme,P03,I03
1219,536,1,2015-01-09,5:18:50 PM,D22,L,Supreme,P21,I15
1220,537,1,2015-01-09,5:23:52 PM,D04,S,Classic,P08,I19
1221,537,1,2015-01-09,5:23:52 PM,D02,S,Classic,P13,I22
1222,537,1,2015-01-09,5:23:52 PM,D22,L,Supreme,P16,I04
1223,538,1,2015-01-09,5:44:04 PM,D22,L,Supreme,P31,I26
1224,539,1,2015-01-09,5:51:34 PM,D18,L,Veggie,P09,I20
1225,539,1,2015-01-09,5:51:34 PM,D23,L,Veggie,P17,I14
1226,539,1,2015-01-09,5:51:34 PM,D12,M,Veggie,P29,I29
1227,540,1,2015-01-09,5:52:41 PM,D22,L,Supreme,P31,I26
1228,541,1,2015-01-09,6:07:47 PM,D04,S,Classic,P02,I01
1229,542,1,2015-01-09,6:08:06 PM,D22,L,Chicken,P01,I02
1230,542,1,2015-01-09,6:08:06 PM,D14,M,Supreme,P24,I21
1231,543,1,2015-01-09,6:23:59 PM,D22,L,Chicken,P07,I12
1232,543,1,2015-01-09,6:23:59 PM,D12,M,Classic,P08,I19
1233,543,1,2015-01-09,6:23:59 PM,D12,M,Veggie,P18,I25
1234,544,1,2015-01-09,6:31:04 PM,D12,M,Classic,P20,I28
1235,544,1,2015-01-09,6:31:04 PM,D13,M,Supreme,P25,I11
1236,545,1,2015-01-09,6:46:28 PM,D11,L,Classic,P22,I17
1237,545,1,2015-01-09,6:46:28 PM,D01,S,Classic,P22,I17
1238,545,1,2015-01-09,6:46:28 PM,D22,L,Supreme,P21,I15
1239,545,1,2015-01-09,6:46:28 PM,D22,L,Supreme,P26,I23
1240,546,1,2015-01-09,6:47:27 PM,D04,S,Veggie,P12,I30
1241,547,1,2015-01-09,6:49:23 PM,D04,S,Classic,P02,I01
1242,548,1,2015-01-09,7:06:09 PM,D14,L,Classic,P13,I22
1243,549,1,2015-01-09,7:06:34 PM,D04,S,Classic,P02,I01
1244,549,1,2015-01-09,7:06:34 PM,D22,L,Chicken,P32,I07
1245,550,1,2015-01-09,7:12:59 PM,D12,M,Veggie,P29,I29
1246,550,1,2015-01-09,7:12:59 PM,D12,M,Classic,P11,I13
1247,551,1,2015-01-09,7:26:24 PM,D17,L,Veggie,P10,I24
1248,551,1,2015-01-09,7:26:24 PM,D14,M,Supreme,P26,I23
1249,551,1,2015-01-09,7:26:24 PM,D22,L,Chicken,P32,I07
1250,551,1,2015-01-09,7:26:24 PM,D12,M,Classic,P11,I13
1251,552,1,2015-01-09,7:31:25 PM,D15,M,Chicken,P06,I09
1252,552,1,2015-01-09,7:31:25 PM,D04,S,Veggie,P12,I30
1253,552,1,2015-01-09,7:31:25 PM,D22,L,Supreme,P16,I04
1254,553,1,2015-01-09,8:14:47 PM,D20,L,Veggie,P19,I31
1255,554,1,2015-01-09,8:15:51 PM,D15,M,Chicken,P06,I09
1256,554,1,2015-01-09,8:15:51 PM,D04,S,Veggie,P12,I30
1257,555,1,2015-01-09,8:18:25 PM,D07,S,Chicken,P01,I02
1258,555,1,2015-01-09,8:18:25 PM,D02,S,Classic,P13,I22
1259,556,1,2015-01-09,8:23:12 PM,D17,L,Veggie,P10,I24
1260,556,1,2015-01-09,8:23:12 PM,D28,XL,Classic,P11,I13
1261,557,1,2015-01-09,8:30:06 PM,D05,S,Supreme,P25,I11
1262,557,1,2015-01-09,8:30:06 PM,D06,S,Supreme,P28,I06
1263,558,1,2015-01-09,8:51:10 PM,D08,M,Classic,P13,I22
1264,559,1,2015-01-09,9:10:16 PM,D04,S,Classic,P08,I19
1265,560,1,2015-01-09,9:13:48 PM,D12,M,Veggie,P12,I30
1266,560,1,2015-01-09,9:13:48 PM,D14,M,Supreme,P28,I06
1267,561,1,2015-01-09,9:47:56 PM,D06,S,Supreme,P31,I26
1268,562,1,2015-01-09,10:04:05 PM,D15,M,Chicken,P06,I09
1269,563,1,2015-01-09,10:19:03 PM,D20,L,Veggie,P19,I31
1270,563,1,2015-01-09,10:19:03 PM,D04,S,Veggie,P33,I16
1271,564,1,2015-01-09,10:32:32 PM,D04,S,Veggie,P18,I25
1272,564,1,2015-01-09,10:32:32 PM,D06,M,Classic,P22,I17
1273,564,1,2015-01-09,10:32:32 PM,D22,L,Supreme,P31,I26
1274,565,1,2015-01-10,12:11:19 PM,D07,S,Veggie,P17,I14
1275,566,1,2015-01-10,12:21:19 PM,D22,L,Supreme,P31,I26
1276,567,1,2015-01-10,12:27:47 PM,D22,L,Chicken,P01,I02
1277,567,2,2015-01-10,12:27:47 PM,D41,L,Veggie,P09,I20
1278,567,1,2015-01-10,12:27:47 PM,D10,M,Veggie,P10,I24
1279,567,1,2015-01-10,12:27:47 PM,D06,M,Classic,P22,I17
1280,567,1,2015-01-10,12:27:47 PM,D13,M,Supreme,P25,I11
1281,567,1,2015-01-10,12:27:47 PM,D05,S,Supreme,P25,I11
1282,567,1,2015-01-10,12:27:47 PM,D22,L,Supreme,P26,I23
1283,567,1,2015-01-10,12:27:47 PM,D22,L,Supreme,P28,I06
1284,567,1,2015-01-10,12:27:47 PM,D14,M,Supreme,P31,I26
1285,567,1,2015-01-10,12:27:47 PM,D07,S,Chicken,P32,I07
1286,568,1,2015-01-10,12:28:53 PM,D20,L,Veggie,P19,I31
1287,569,1,2015-01-10,12:37:10 PM,D07,S,Chicken,P01,I02
1288,569,1,2015-01-10,12:37:10 PM,D15,M,Chicken,P06,I09
1289,569,1,2015-01-10,12:37:10 PM,D04,S,Classic,P08,I19
1290,570,1,2015-01-10,1:13:59 PM,D12,M,Veggie,P12,I30
1291,570,1,2015-01-10,1:13:59 PM,D22,L,Chicken,P27,I10
1292,571,1,2015-01-10,1:14:47 PM,D04,S,Classic,P02,I01
1293,572,1,2015-01-10,1:15:32 PM,D15,M,Chicken,P27,I10
1294,573,1,2015-01-10,1:39:33 PM,D12,M,Classic,P08,I19
1295,573,1,2015-01-10,1:39:33 PM,D18,L,Veggie,P09,I20
1296,574,1,2015-01-10,1:40:54 PM,D15,M,Veggie,P17,I14
1297,575,1,2015-01-10,1:41:04 PM,D21,L,Classic,P08,I19
1298,575,1,2015-01-10,1:41:04 PM,D21,L,Classic,P20,I28
1299,575,1,2015-01-10,1:41:04 PM,D11,L,Classic,P22,I17
1300,575,1,2015-01-10,1:41:04 PM,D12,M,Veggie,P29,I29
1301,576,1,2015-01-10,1:44:22 PM,D04,S,Classic,P02,I01
1302,576,1,2015-01-10,1:44:22 PM,D15,M,Chicken,P06,I09
1303,576,1,2015-01-10,1:44:22 PM,D04,S,Veggie,P29,I29
1304,577,1,2015-01-10,1:45:00 PM,D12,M,Veggie,P29,I29
1305,577,1,2015-01-10,1:45:00 PM,D20,L,Veggie,P33,I16
1306,578,1,2015-01-10,1:48:49 PM,D07,S,Chicken,P01,I02
1307,578,1,2015-01-10,1:48:49 PM,D13,M,Supreme,P04,I32
1308,578,1,2015-01-10,1:48:49 PM,D11,L,Classic,P22,I17
1309,578,1,2015-01-10,1:48:49 PM,D14,M,Supreme,P21,I15
1310,578,1,2015-01-10,1:48:49 PM,D28,XL,Classic,P11,I13
1311,579,1,2015-01-10,1:51:19 PM,D04,S,Veggie,P12,I30
1312,580,1,2015-01-10,1:56:01 PM,D08,M,Classic,P13,I22
1313,580,1,2015-01-10,1:56:01 PM,D15,M,Chicken,P27,I10
1314,581,1,2015-01-10,2:13:01 PM,D20,L,Veggie,P19,I31
1315,582,1,2015-01-10,2:24:14 PM,D20,L,Veggie,P18,I25
1316,583,1,2015-01-10,2:33:19 PM,D22,L,Supreme,P16,I04
1317,584,1,2015-01-10,3:05:29 PM,D05,S,Supreme,P25,I11
1318,584,1,2015-01-10,3:05:29 PM,D06,S,Supreme,P26,I23
1319,585,1,2015-01-10,3:58:42 PM,D24,S,Supreme,P03,I03
1320,585,1,2015-01-10,3:58:42 PM,D20,L,Veggie,P19,I31
1321,586,1,2015-01-10,4:09:57 PM,D12,M,Classic,P15,I05
1322,586,1,2015-01-10,4:09:57 PM,D15,M,Chicken,P27,I10
1323,587,1,2015-01-10,4:32:36 PM,D22,L,Supreme,P21,I15
1324,587,1,2015-01-10,4:32:36 PM,D06,S,Supreme,P21,I15
1325,588,1,2015-01-10,4:33:36 PM,D07,S,Chicken,P05,I08
1326,589,1,2015-01-10,5:12:39 PM,D06,S,Supreme,P16,I04
1327,589,1,2015-01-10,5:12:39 PM,D12,M,Veggie,P18,I25
1328,589,1,2015-01-10,5:12:39 PM,D04,S,Veggie,P33,I16
1329,590,1,2015-01-10,5:23:39 PM,D18,L,Veggie,P09,I20
1330,591,1,2015-01-10,5:32:54 PM,D17,L,Veggie,P10,I24
1331,591,1,2015-01-10,5:32:54 PM,D07,S,Chicken,P27,I10
1332,591,1,2015-01-10,5:32:54 PM,D22,L,Veggie,P30,I27
1333,592,1,2015-01-10,5:41:55 PM,D07,S,Veggie,P17,I14
1334,592,1,2015-01-10,5:41:55 PM,D09,M,Classic,P23,I18
1335,592,1,2015-01-10,5:41:55 PM,D22,L,Chicken,P32,I07
1336,593,1,2015-01-10,5:48:57 PM,D22,L,Chicken,P05,I08
1337,593,1,2015-01-10,5:48:57 PM,D22,L,Supreme,P28,I06
1338,594,1,2015-01-10,5:50:19 PM,D20,L,Supreme,P04,I32
1339,595,1,2015-01-10,6:12:28 PM,D21,L,Classic,P08,I19
1340,595,1,2015-01-10,6:12:28 PM,D14,M,Supreme,P24,I21
1341,596,1,2015-01-10,6:24:07 PM,D03,S,Classic,P23,I18
1342,596,1,2015-01-10,6:24:07 PM,D06,S,Supreme,P26,I23
1343,597,1,2015-01-10,6:32:36 PM,D22,L,Chicken,P05,I08
1344,597,1,2015-01-10,6:32:36 PM,D14,M,Supreme,P24,I21
1345,597,1,2015-01-10,6:32:36 PM,D14,M,Supreme,P28,I06
1346,598,1,2015-01-10,6:34:14 PM,D22,L,Supreme,P24,I21
1347,599,1,2015-01-10,6:34:27 PM,D22,L,Supreme,P21,I15
1348,600,1,2015-01-10,6:53:52 PM,D04,S,Classic,P08,I19
1349,600,1,2015-01-10,6:53:52 PM,D17,L,Veggie,P10,I24
1350,600,1,2015-01-10,6:53:52 PM,D12,M,Veggie,P18,I25
1351,600,1,2015-01-10,6:53:52 PM,D12,M,Veggie,P19,I31
1352,601,1,2015-01-10,6:58:19 PM,D22,L,Chicken,P01,I02
1353,601,1,2015-01-10,6:58:19 PM,D04,S,Classic,P08,I19
1354,601,1,2015-01-10,6:58:19 PM,D14,M,Veggie,P30,I27
1355,602,1,2015-01-10,7:02:27 PM,D22,L,Supreme,P21,I15
1356,603,1,2015-01-10,7:03:11 PM,D12,M,Veggie,P19,I31
1357,604,1,2015-01-10,7:13:29 PM,D06,S,Supreme,P26,I23
1358,604,1,2015-01-10,7:13:29 PM,D14,M,Supreme,P31,I26
1359,605,1,2015-01-10,7:23:51 PM,D06,M,Classic,P22,I17
1360,605,1,2015-01-10,7:23:51 PM,D28,XL,Classic,P11,I13
1361,606,1,2015-01-10,7:27:18 PM,D11,L,Classic,P22,I17
1362,607,1,2015-01-10,7:36:16 PM,D15,M,Chicken,P01,I02
1363,607,1,2015-01-10,7:36:16 PM,D14,M,Supreme,P16,I04
1364,607,1,2015-01-10,7:36:16 PM,D22,L,Supreme,P31,I26
1365,608,1,2015-01-10,7:36:33 PM,D14,L,Classic,P13,I22
1366,608,1,2015-01-10,7:36:33 PM,D06,M,Classic,P22,I17
1367,608,1,2015-01-10,7:36:33 PM,D22,L,Chicken,P32,I07
1368,608,1,2015-01-10,7:36:33 PM,D07,S,Chicken,P32,I07
1369,609,1,2015-01-10,7:39:32 PM,D17,L,Veggie,P10,I24
1370,610,1,2015-01-10,7:51:02 PM,D04,S,Classic,P02,I01
1371,610,1,2015-01-10,7:51:02 PM,D11,L,Classic,P22,I17
1372,611,1,2015-01-10,7:58:10 PM,D18,L,Veggie,P09,I20
1373,611,1,2015-01-10,7:58:10 PM,D04,S,Veggie,P19,I31
1374,611,1,2015-01-10,7:58:10 PM,D15,M,Chicken,P27,I10
1375,611,1,2015-01-10,7:58:10 PM,D28,XL,Classic,P11,I13
1376,612,1,2015-01-10,7:58:15 PM,D04,S,Classic,P02,I01
1377,612,1,2015-01-10,7:58:15 PM,D22,L,Supreme,P16,I04
1378,612,1,2015-01-10,7:58:15 PM,D20,L,Veggie,P19,I31
1379,612,1,2015-01-10,7:58:15 PM,D06,S,Supreme,P26,I23
1380,613,1,2015-01-10,8:10:44 PM,D04,S,Classic,P20,I28
1381,614,1,2015-01-10,8:12:33 PM,D22,L,Supreme,P21,I15
1382,615,1,2015-01-10,8:14:03 PM,D22,L,Chicken,P05,I08
1383,615,1,2015-01-10,8:14:03 PM,D09,M,Classic,P23,I18
1384,616,1,2015-01-10,8:20:10 PM,D22,L,Supreme,P24,I21
1385,616,1,2015-01-10,8:20:10 PM,D12,M,Veggie,P33,I16
1386,617,1,2015-01-10,8:27:26 PM,D22,L,Chicken,P07,I12
1387,617,1,2015-01-10,8:27:26 PM,D15,M,Chicken,P27,I10
1388,618,1,2015-01-10,8:31:14 PM,D14,M,Supreme,P24,I21
1389,618,1,2015-01-10,8:31:14 PM,D14,M,Veggie,P30,I27
1390,619,1,2015-01-10,8:41:58 PM,D21,L,Classic,P15,I05
1391,620,1,2015-01-10,8:45:45 PM,D22,L,Chicken,P01,I02
1392,620,1,2015-01-10,8:45:45 PM,D15,M,Chicken,P05,I08
1393,620,1,2015-01-10,8:45:45 PM,D14,M,Supreme,P21,I15
1394,620,1,2015-01-10,8:45:45 PM,D04,S,Classic,P11,I13
1395,621,1,2015-01-10,8:49:29 PM,D13,M,Supreme,P04,I32
1396,621,1,2015-01-10,8:49:29 PM,D17,L,Veggie,P10,I24
1397,621,1,2015-01-10,8:49:29 PM,D20,L,Veggie,P19,I31
1398,621,1,2015-01-10,8:49:29 PM,D22,L,Supreme,P28,I06
1399,622,1,2015-01-10,8:57:41 PM,D14,M,Supreme,P16,I04
1400,622,1,2015-01-10,8:57:41 PM,D22,L,Supreme,P28,I06
1401,623,1,2015-01-10,9:21:21 PM,D22,L,Chicken,P05,I08
1402,623,1,2015-01-10,9:21:21 PM,D14,L,Classic,P13,I22
1403,624,1,2015-01-10,9:22:44 PM,D15,M,Chicken,P05,I08
1404,624,1,2015-01-10,9:22:44 PM,D12,M,Veggie,P33,I16
1405,625,1,2015-01-10,9:50:23 PM,D20,L,Veggie,P29,I29
1406,625,1,2015-01-10,9:50:23 PM,D14,M,Supreme,P31,I26
1407,626,1,2015-01-10,9:55:12 PM,D12,M,Classic,P08,I19
1408,626,1,2015-01-10,9:55:12 PM,D10,M,Veggie,P10,I24
1409,627,1,2015-01-10,10:18:35 PM,D21,L,Classic,P11,I13
1410,627,1,2015-01-10,10:18:35 PM,D12,M,Classic,P11,I13
1411,628,1,2015-01-10,10:47:17 PM,D21,L,Classic,P08,I19
1412,628,1,2015-01-10,10:47:17 PM,D07,S,Veggie,P17,I14
1413,628,1,2015-01-10,10:47:17 PM,D04,S,Classic,P11,I13
1414,628,1,2015-01-10,10:47:17 PM,D04,S,Veggie,P33,I16
1415,629,1,2015-01-10,10:48:39 PM,D13,M,Supreme,P04,I32
1416,629,1,2015-01-10,10:48:39 PM,D18,L,Veggie,P09,I20
1417,629,1,2015-01-10,10:48:39 PM,D09,M,Classic,P23,I18
1418,629,1,2015-01-10,10:48:39 PM,D22,L,Veggie,P30,I27
1419,630,1,2015-01-11,11:42:08 AM,D05,S,Supreme,P25,I11
1420,631,1,2015-01-11,11:44:36 AM,D11,L,Classic,P22,I17
1421,632,1,2015-01-11,11:44:52 AM,D04,S,Classic,P08,I19
1422,633,1,2015-01-11,11:51:45 AM,D20,L,Veggie,P18,I25
1423,633,1,2015-01-11,11:51:45 AM,D11,L,Classic,P22,I17
1424,633,1,2015-01-11,11:51:45 AM,D22,L,Supreme,P21,I15
1425,634,1,2015-01-11,12:14:15 PM,D11,L,Classic,P22,I17
1426,635,1,2015-01-11,12:18:31 PM,D20,L,Supreme,P04,I32
1427,635,2,2015-01-11,12:18:31 PM,D28,S,Chicken,P05,I08
1428,635,1,2015-01-11,12:18:31 PM,D02,S,Classic,P13,I22
1429,635,1,2015-01-11,12:18:31 PM,D20,L,Veggie,P19,I31
1430,635,1,2015-01-11,12:18:31 PM,D06,M,Classic,P22,I17
1431,635,1,2015-01-11,12:18:31 PM,D01,S,Classic,P22,I17
1432,635,1,2015-01-11,12:18:31 PM,D06,S,Supreme,P21,I15
1433,635,1,2015-01-11,12:18:31 PM,D05,S,Supreme,P25,I11
1434,635,1,2015-01-11,12:18:31 PM,D20,L,Veggie,P29,I29
1435,635,1,2015-01-11,12:18:31 PM,D04,S,Veggie,P29,I29
1436,636,1,2015-01-11,12:34:44 PM,D12,M,Classic,P08,I19
1437,637,1,2015-01-11,12:44:10 PM,D21,L,Classic,P11,I13
1438,637,1,2015-01-11,12:44:10 PM,D12,M,Veggie,P33,I16
1439,638,1,2015-01-11,12:49:26 PM,D20,L,Veggie,P19,I31
1440,639,1,2015-01-11,1:23:21 PM,D09,M,Classic,P23,I18
1441,640,1,2015-01-11,1:28:08 PM,D07,S,Chicken,P05,I08
1442,640,1,2015-01-11,1:28:08 PM,D22,L,Chicken,P07,I12
1443,640,1,2015-01-11,1:28:08 PM,D04,S,Classic,P20,I28
1444,641,1,2015-01-11,1:37:46 PM,D06,M,Classic,P22,I17
1445,641,1,2015-01-11,1:37:46 PM,D22,L,Chicken,P27,I10
1446,641,1,2015-01-11,1:37:46 PM,D14,M,Veggie,P30,I27
1447,641,1,2015-01-11,1:37:46 PM,D04,S,Veggie,P29,I29
1448,642,1,2015-01-11,1:40:00 PM,D13,M,Supreme,P04,I32
1449,642,1,2015-01-11,1:40:00 PM,D22,L,Chicken,P05,I08
1450,642,1,2015-01-11,1:40:00 PM,D22,L,Supreme,P16,I04
1451,642,1,2015-01-11,1:40:00 PM,D22,L,Supreme,P26,I23
